0.005,97.0
0.01,57.2
0.015,59.9
0.02,60.4
0.025,62.1
0.03,71.0
0.035,75.7
0.04,59.5
0.045,58.6
0.05,59.7
0.055,77.5
0.06,77.1
0.065,88.9
0.07,82.4
0.075,95.2
0.08,83.9
0.085,77.2
0.09,77.6
0.095,76.8
0.1,76.7
